"ID","Key","Value"
"id-736537","Code","E.3.2.1"
"id-736537","Level","3"
"id-736537","Name (en)","Recruite and select employees"
"id-736537","Documentation (en)","The ability to recruit and select employees. This also includes communicating with the labor market and screening employees."
"id-ca9cb95b6955459797bcf77d385572c5","Level","3"
"id-ca9cb95b6955459797bcf77d385572c5","Code","C.E.1.3.1"
"id-ca9cb95b6955459797bcf77d385572c5","Name (en)","Compensate for the use of adjustable power"
"id-282ace5b15cd4ec5a613fb1f0ecfc738","Level","3"
"id-282ace5b15cd4ec5a613fb1f0ecfc738","Code","C.D2.3.2.1"
"id-282ace5b15cd4ec5a613fb1f0ecfc738","Name (en)","Solve outage by grid operation"
"id-718827","Code","E.1.2.1"
"id-718827","Level","3"
"id-718827","Name (en)","Inform and manage stakeholders"
"id-718827","Documentation (en)","The ability to recognize, inform and maintain relationships with stakeholders. This also includes communications strategy and policy and drafting and executing corporate communications and campaigns to stakeholders, including generic customer campaigns."
"id-718701","Code","C.5.2.4"
"id-718701","Level","3"
"id-718701","Name (en)","Evaluate work"
"id-718701","Documentation (en)","The ability to evaluate work after its end or in case of long lasting work during the work."
"id-718722","Code","C.3.1.4"
"id-718722","Level","3"
"id-718722","Name (en)","(Long-term) plan measures on capacity and/or functionality"
"id-718722","Documentation (en)","The ability to plan measures in time with agreed horizons (multiple years, year, rolling quarter, ...). For example: euros and money, within budget limits, programs such as cast iron replacement, coordination with service provider (Sales&OperationsPlanning (S&OP) - demand)."
"id-718715","Code","C.3.2.1"
"id-718715","Level","3"
"id-718715","Name (en)","Inventorise and analyse grid and grid component status"
"id-718715","Documentation (en)","The ability to inventorise the condition of grid components and of the grid (including using (sensor) data from/about the grid components and the grid) and to analyse/determine them. "
"id-736120","Level","3"
"id-736120","Name (en)","Campaign"
"id-736120","Search term","marketingcampagne"
"id-736120","Search term","stakeholderrelatie"
"id-736120","Search term","communicatie"
"id-469451","Level","3"
"id-469451","Name (en)","Disturbance"
"id-469451","Source","storing (Handleiding Nestor)"
"id-469451","Source","storing (Regeling investeringsplan en kwaliteit elektriciteit en gas)"
"id-469451","Search term","storingsmelding"
"id-469451","Note","Een storing aan een fysieke netcomponent kan leiden tot de niet-beschibkaarheid van een netfunctie, wat kan leiden tot een onderbreking op een aansluiting."
"id-736158","Level","3"
"id-736158","Name (en)","Innovation"
"id-736158","Source","innovatie (Wikipedia)"
"id-736426","Code","E.7.2.4"
"id-736426","Level","3"
"id-736426","Name (en)","Make payments"
"id-736426","Documentation (en)","The ability to make payments. This includes payments to creditors."
"id-718774","Code","C.6.3.1"
"id-718774","Level","3"
"id-718774","Name (en)","Execute energy market procedures"
"id-718774","Documentation (en)","The ability to accept and handle requests for changes of connections and allocation points initiated by market parties by following established market processes like switching, move in, move out, advance notice of end of delivery and bankruptcy of market party."
"id-718761","Code","C.1.4.1"
"id-718761","Level","3"
"id-718761","Name (en)","Claim damages caused by third parties"
"id-718761","Documentation (en)","The ability to recover damages caused by third parties. For instance holding accountable those responsible for vandalism to the grid or damage by a contractor."
"id-722939","Level","3"
"id-722939","Name (en)","Customer notification"
"id-736144","Level","3"
"id-736144","Name (en)","Business plan"
"id-736144","Search term","jaarplan"
"id-736144","Search term","meerjarenplan"
"id-468996","Level","3"
"id-468996","Name (en)","Grid component condition"
"id-468996","Source","conditie (NEN 2767)"
"id-468996","Search term","toestandswaardering"
"id-468996","Search term","assetconditie"
"id-718754","Code","C.2.3.3"
"id-718754","Level","3"
"id-718754","Name (en)","Create switching plans"
"id-718754","Documentation (en)","The ability to create sequential overviews of the order of actions to be performed (operation) on grid components."
"id-9f4befe8267c48a99061d1019fcbc48d","Level","3"
"id-9f4befe8267c48a99061d1019fcbc48d","Code","C.F.4.1.1"
"id-9f4befe8267c48a99061d1019fcbc48d","Name (en)","Plan and analyze energy transport"
"id-469215","Level","3"
"id-469215","Name (en)","Capacity bottleneck"
"id-469215","Source","knelpunt (Regeling investeringsplan en kwaliteit elektriciteit en gas)"
"id-469215","Search term","capaciteitsrisico"
"id-469215","Search term","congestiepunt"
"id-718822","Code","E.1.4.5"
"id-718822","Level","3"
"id-718822","Name (en)","Monitor and adjust personal safety, health, environment and quality"
"id-718822","Documentation (en)","The ability to draw up and monitor guidelines for personal safety and health, environment and quality (HSEQ). This also includes personal digital security and handling business incidents in the field of HSE."
"id-0b1ca61f2a6342c18759a4eae737fd45","Level","3"
"id-0b1ca61f2a6342c18759a4eae737fd45","Code","C.D1.1.1.1"
"id-0b1ca61f2a6342c18759a4eae737fd45","Name (en)","Determine quality bottlenecks"
"id-469705","Level","3"
"id-469705","Name (en)","Operating instruction"
"id-469705","Source","opdracht (BEIVIAG)"
"id-469705","Note","Een bedieningshandeling kan vanuit het bedrijfsvoeringcentrum (verre bediening), vanuit een centraal punt in een station (afstandsbediening) of direct op een component of veld (lokale bediening)."
"id-736559","Code","E.5.1.1"
"id-736559","Level","3"
"id-736559","Name (en)","Develop and manage goods and services strategy"
"id-736559","Documentation (en)","The ability to establish and manage goods and services strategy."
"id-722915","Level","3"
"id-722915","Name (en)","Capacity deployment decision"
"id-722915","Note","De transportdienst kan worden vrijgegeven op een aansluiting met een volledig variabel recht op transport (‘reststroom’)."
"id-722915","Search term","opregel- of afregelactie"
"id-736343","Code","E.1.1.4"
"id-736343","Level","3"
"id-736343","Name (en)","Develop business plan"
"id-736343","Documentation (en)","The ability to draw up (multi-)annual plans to realize the strategy."
"id-718785","Code","C.6.1.1"
"id-718785","Level","3"
"id-718785","Name (en)","Maintain relations with market parties"
"id-718785","Documentation (en)","The ability to maintain relations with market parties, including the admision and registration of these market parties, e.g. energy supplier, balance responsible party (BRP), Measurement responsible parties, Balance Service Parties, Congestion Service Parties, Aggregators."
"id-479865","Level","3"
"id-479865","Name (en)","Maintenance or inspection plan"
"id-479865","Search term","activiteitenplan"
"id-736415","Code","E.7.1.1"
"id-736415","Level","3"
"id-736415","Name (en)","Formulate finance strategy"
"id-736415","Documentation (en)","The ability to draw up the financial strategy. This also includes the financing strategy and guaranteeing financing."
"id-72c5c85ed0bf43cda502df207414640c","Level","3"
"id-72c5c85ed0bf43cda502df207414640c","Name (en)","Grid operator data provision"
"id-5d736a1f5a874bcaa873143763064f66","Level","3"
"id-5d736a1f5a874bcaa873143763064f66","Code","C.C.2.1.2"
"id-5d736a1f5a874bcaa873143763064f66","Name (en)","Determine mitigating measures for capacity bottlenecks"
"id-a0ea5d7981124cf181d1fa24a94da727","Level","3"
"id-a0ea5d7981124cf181d1fa24a94da727","Code","C.F.1.2.2"
"id-a0ea5d7981124cf181d1fa24a94da727","Name (en)","Agree energy transport"
"id-469029","Level","3"
"id-469029","Name (en)","Leave of absence"
"id-469029","Source","verlof (Wikipedia)"
"id-c554ddd3abb54cf5805b5001faa4c367","Level","3"
"id-c554ddd3abb54cf5805b5001faa4c367","Code","C.E.1.1.2"
"id-c554ddd3abb54cf5805b5001faa4c367","Name (en)","Process offer of capacity service"
"id-718758","Code","C.2.1.2"
"id-718758","Level","3"
"id-718758","Name (en)","Monitor the operation of grid components"
"id-718758","Documentation (en)","The ability to monitor, control, and remotely configure the performance of individual assets that make up the energy grid. This includes primary, secondary, tertiary and telecom grid components. This includes updating firmware and digital configuration."
"id-7bad78b8d1e644f78c10ceede0db38bd","Code","C.A.3.1.1"
"id-7bad78b8d1e644f78c10ceede0db38bd","Level","3"
"id-7bad78b8d1e644f78c10ceede0db38bd","Name (en)","Issue grid adjustment for connection"
"id-736132","Level","3"
"id-736132","Name (en)","SHEQ guideline"
"id-736132","Search term","veiligheid gezondheid welzijn milieu kwaliteit (VGWM VGM VMK)"
"id-736132","Search term","VCA-checklist"
"id-736132","Note","Het toekennen van aanwijzingen is deel van de operatie in de gele wereld (zie Uitvoeringscapaciteit)."
"id-736132","Search term","VGMK-audit"
"id-736132","Search term","VGMK-inspectie"
"id-718740","Code","C.5.2.2"
"id-718740","Level","3"
"id-718740","Name (en)","Issue assignments to work execution"
"id-718740","Documentation (en)","The ability to issue assignments of work by or outside of the grid operator."
"id-736019","Level","3"
"id-736019","Name (en)","Financial control"
"id-736019","Search term","bevoegdheid"
"id-736019","Search term","mandaat"
"id-736019","Search term","procuratie"
"id-736148","Level","3"
"id-736148","Name (en)","Business strategy"
"id-736148","Source","bedrijfsstrategie (Wikipedia)"
"id-736148","Search term","objective"
"id-736148","Search term","goal"
"id-736148","Search term","beleid"
"id-723105","Level","3"
"id-723105","Name (en)","Energy market"
"id-723105","Note","Hieronder vallen onder meer over-the-counter-markten en energiebeurzen, markten voor de verhandeling van energie, capaciteit, balancerings- en ondersteunende diensten in alle tijdsbestekken, waaronder termijn-, day-ahead- en intraday-markten."
"id-723105","Search term","energieprogramma (E-programma)"
"id-723105","Search term","balanceringsportfolio"
"id-c462ecb4d24248d5bdab64acfe71d9e3","Level","3"
"id-c462ecb4d24248d5bdab64acfe71d9e3","Code","C.H.1.1.3"
"id-c462ecb4d24248d5bdab64acfe71d9e3","Name (en)","Answer question about dataproduct"
"id-27b9ed3707564206939d0aba30e7fb44","Level","3"
"id-27b9ed3707564206939d0aba30e7fb44","Name (en)","Grid loss procurement"
"id-555ed441b94247ed834317c3bb8af30d","Code","C.A.1.1.2"
"id-555ed441b94247ed834317c3bb8af30d","Level","3"
"id-555ed441b94247ed834317c3bb8af30d","Name (en)","Process connection request"
"id-718705","Code","C.3.3.6"
"id-718705","Level","3"
"id-718705","Name (en)","Translate external regulations into guidelines"
"id-718705","Documentation (en)","The ability to translate external regulations into internal guidelines (policies and standards)."
"id-27f94aac7632499598f1e989a5eeca69","Level","3"
"id-27f94aac7632499598f1e989a5eeca69","Code","C.B.3.2.1"
"id-27f94aac7632499598f1e989a5eeca69","Name (en)","Perform reconstruction work"
"id-718718","Code","C.3.1.2"
"id-718718","Level","3"
"id-718718","Name (en)","Determine and value grid risks on capacity and/or functionality"
"id-718718","Documentation (en)","The ability to determine and value grid risks and bottlenecks on capacity and/or functionality, given the need for capacity and functionality and the capacity and functionality of the current energy grid. For example: tactical risk management, risk management methodology."
"id-7c280d05fe7446199627eefb229561ba","Level","3"
"id-7c280d05fe7446199627eefb229561ba","Code","C.C.2.1.5"
"id-7c280d05fe7446199627eefb229561ba","Name (en)","Include grid components grid adjustment in life cycle management"
"id-b48c122f10a54370a8ec5de57fb4e4aa","Level","3"
"id-b48c122f10a54370a8ec5de57fb4e4aa","Code","C.E.4.1.1"
"id-b48c122f10a54370a8ec5de57fb4e4aa","Name (en)","Announce congestion area"
"id-736396","Code","E.6.1.3"
"id-736396","Level","3"
"id-736396","Name (en)","Maintain real estate"
"id-736396","Documentation (en)","The ability to maintain company buildings. This also includes planning and carrying out maintenance and managing company building installations such as structural and electrical facilities (e.g. energy supplies, lifts, lighting, 'off' signs)."
"id-736118","Level","3"
"id-736118","Name (en)","Legal rule"
"id-736118","Source","rechtsregel (Wikipedia)"
"id-736118","Search term","wet- en regelgeving"
"id-475118","Level","3"
"id-475118","Name (en)","Work resource"
"id-475118","Search term","materieel"
"id-8d47b570d1134cf78ba44f1b48ca3705","Level","3"
"id-8d47b570d1134cf78ba44f1b48ca3705","Name (en)","Vitality programme"
"id-8d47b570d1134cf78ba44f1b48ca3705","Search term","vitaliteitsplan"
"id-8d47b570d1134cf78ba44f1b48ca3705","Search term","gezondheid"
"id-8d47b570d1134cf78ba44f1b48ca3705","Search term","welzijn"
"id-8d47b570d1134cf78ba44f1b48ca3705","Search term","duurzame inzetbaarheid"
"id-736112","Level","3"
"id-736112","Name (en)","Archival document"
"id-736112","Source","archiefbescheiden (Archiefwet 1995)"
"id-736112","Search term","archiefbescheiden"
"id-736112","Search term","archiefobject"
"id-736112","Note","Het kan gaan om papieren documenten, zoals brieven, rapporten en foto's, maar ook om digitale documenten, zoals e-mails, videobestanden en presentaties."
"id-40db83f9d7334977b1ebcafd69e83738","Level","3"
"id-40db83f9d7334977b1ebcafd69e83738","Code","C.D2.1.2.1"
"id-40db83f9d7334977b1ebcafd69e83738","Name (en)","Credit disturbance compensation"
"id-722942","Level","3"
"id-722942","Name (en)","Customer experience"
"id-722942","Search term","klanttevredenheid"
"id-718724","Code","C.4.1.2"
"id-718724","Level","3"
"id-718724","Name (en)","Collect measurements"
"id-718724","Documentation (en)","The ability to collect measurements for processing purposes. This includes manual readouts of measuring devices."
"id-736524","Code","E.2.2.2"
"id-736524","Level","3"
"id-736524","Name (en)","Assure data quality"
"id-736524","Documentation (en)","The ability to ensure data quality. This also includes drawing up and monitoring data governance guidelines."
"id-736134","Level","3"
"id-736134","Name (en)","Legal advice"
"id-736134","Search term","juridisch dossier"
"id-736134","Search term","geschil"
"id-718757","Code","C.2.1.3"
"id-718757","Level","3"
"id-718757","Name (en)","Control energy transport"
"id-718757","Documentation (en)","The ability to determine control actions on grid components to keep energy flowing and maintain balance. Including responding to requests from other grid operators, e.g. activation balancing from TSO; Implement immediate action in the event of grid failure or technical congestion (including reporting to relevant grid operator). NB: Sending the control actions is part of C.2.1.4 or C.6 (via the market)."
"id-469993","Level","3"
"id-469993","Name (en)","Transport demand"
"id-469993","Source","scenario (Regeling investeringsplan en kwaliteit elektriciteit en gas)"
"id-469993","Search term","klantvraag"
"id-469993","Search term","energievraag"
"id-469993","Search term","klantaanvraagprognose"
"id-718787","Code","C.4.2.1"
"id-718787","Level","3"
"id-718787","Name (en)","Make measurements interpretable"
"id-718787","Documentation (en)","The ability to make measurements interpretable by functional enrichment (e.g. translation of an operation grid component identifier by an functional grid component identifier and enrichment with metadata like date, time and quality identification). This includes technical transformations (e.g. translation of protocol)."
"id-075345afd9f54abbbd58bf65d839bf5a","Level","3"
"id-075345afd9f54abbbd58bf65d839bf5a","Code","C.F.4.2.1"
"id-075345afd9f54abbbd58bf65d839bf5a","Name (en)","Monitor energy transport"
"id-7c479a4a47414f22a5025c24c15599e9","Level","3"
"id-7c479a4a47414f22a5025c24c15599e9","Code","C.D1.1.1.2"
"id-7c479a4a47414f22a5025c24c15599e9","Name (en)","Determine mitigating measures for quality bottlenecks"
"id-469676","Level","3"
"id-469676","Name (en)","Technical business standard"
"id-469676","Source","technische standaard (Kennisconsult)"
"id-469676","Source","standaard (Wikipedia)"
"id-469676","Search term","productblad"
"id-469676","Search term","opdrachtproduct"
"id-469676","Search term","technische standaard"
"id-469676","Search term","PxQ-product"
"id-469676","Search term","handboek techniek"
"id-469676","Search term","productspecificatie"
"id-567b2e5591064c46ac93fc460d5e7554","Code","C.A.4.1.1"
"id-567b2e5591064c46ac93fc460d5e7554","Name (en)","Issue connection work"
"id-567b2e5591064c46ac93fc460d5e7554","Level","3"
"id-03c0b51b20a943398a478d39c03bc791","Level","3"
"id-03c0b51b20a943398a478d39c03bc791","Code","C.E.3.1.1"
"id-03c0b51b20a943398a478d39c03bc791","Name (en)","Determine transport problems"
"id-736314","Code","E.4.4.1"
"id-736314","Level","3"
"id-736314","Name (en)","Control digital product performance agreements"
"id-736314","Documentation (en)","The ability to drive performance agreements. This includes managing incidents, problems and knowledge.  (IT4IT - Support)"
"id-adc2e5d88dff42c288f7172405b7632d","Level","3"
"id-adc2e5d88dff42c288f7172405b7632d","Code","C.B.3.1.1"
"id-adc2e5d88dff42c288f7172405b7632d","Name (en)","Issue reconstruction work"
"id-736383","Code","E.7.1.3"
"id-736383","Level","3"
"id-736383","Name (en)","Report and advise on financial information"
"id-736383","Documentation (en)","The ability to provide financial information and advise on finance/financial information. This also includes financial + business control (analysis, control, advice) and financial audit. This also includes non-financial formal information on which internal audit/control makes a statement, such as numbers and risks."
"id-736106","Level","3"
"id-736106","Name (en)","Data service"
"id-736106","Source","data service (DCAT-AP 3.0)"
"id-736106","Search term","dataproduct"
"id-718819","Code","E.1.2.4"
"id-718819","Level","3"
"id-718819","Name (en)","Provide external accountability"
"id-718819","Documentation (en)","The ability to be accountable to non-financial regulators of grid operators. The ability to be accountable to financial regulators is part of managing finances."
"id-470406","Level","3"
"id-470406","Name (en)","Disturbance compensation"
"id-470406","Source","compensatievergoeding (Netcode elektriciteit)"
"id-470406","Source","compensatievergoeding (Aansluit- en transportcode gas)"
"id-736295","Code","E.2.1.1"
"id-736295","Level","3"
"id-736295","Name (en)","Define and improve processes"
"id-736295","Documentation (en)","The ability to define, continuously improve and manage processes. This includes recording processes, assigning ownership and monitoring the effectiveness of processes."
"id-718762","Code","C.1.4.5"
"id-718762","Level","3"
"id-718762","Name (en)","Limit energy theft"
"id-718762","Documentation (en)","The ability to track down and reduce technical and administrative energy theft in the grid (including the smart meter) and in the processes. The abilitity to cooperatie with investigative agencies, like police and fire brigade. The ability to track down and reduce customer connection related incompany energy theft."
"id-718695","Code","C.5.3.2"
"id-718695","Level","3"
"id-718695","Name (en)","Prepare execution of work"
"id-718695","Documentation (en)","The ability to prepare execution of work, like resource planning, materials and equipment, apply for permits, request soil investigation, digging notification at Kadaster (Wibon), setup and approve work plan."
"id-723128","Level","3"
"id-723128","Name (en)","Consent from system user"
"id-723128","Source","toestemming (Informatiecode elektriciteit en gas)"
"id-718802","Code","C.6.2.2"
"id-718802","Level","3"
"id-718802","Name (en)","Manage installations behind connections"
"id-718802","Documentation (en)","The ability to manage data on installations behind connections like production, storage and consumption units."
"id-718760","Code","C.1.2.1"
"id-718760","Level","3"
"id-718760","Name (en)","Quote products to customers"
"id-718760","Documentation (en)","The ability to provide customers with fitting product quotes."
"id-722908","Level","3"
"id-722908","Name (en)","Energy transport"
"id-722908","Search term","spanningskwaliteit"
"id-722908","Search term","gaskwaliteit"
"id-722908","Search term","gasdruk"
"id-722908","Search term","debiet"
"id-722908","Search term","belasting"
"id-722908","Search term","energietransmissie"
"id-722908","Search term","energiedistributie"
"id-b5ded57cb31e4587bedebe7b1058ef3e","Level","3"
"id-b5ded57cb31e4587bedebe7b1058ef3e","Code","C.D1.2.2.1"
"id-b5ded57cb31e4587bedebe7b1058ef3e","Name (en)","Execute maintenance work"
"id-736504","Code","E.5.1.2"
"id-736504","Level","3"
"id-736504","Name (en)","Develop and manage goods and services plans"
"id-736504","Documentation (en)","The ability to establish and manage goods and services plans. This includes strategic and tactical materials management."
"id-718729","Code","C.5.2.1"
"id-718729","Level","3"
"id-718729","Name (en)","Advise clients on work"
"id-718729","Documentation (en)","The ability to estimate work and to advise clients, like an asset manager, on this work"
"id-718703","Code","C.3.3.4"
"id-718703","Level","3"
"id-718703","Name (en)","Develop and maintain policies and standards for energy grids"
"id-718703","Documentation (en)","The ability to develop and maintain policies and standards for adapting (expanding, replacing, renewing) and maintaining energy grids, such as a technical manual."
"id-c47ae3c7fb9d4c2da8a5b7ad40beb891","Level","3"
"id-c47ae3c7fb9d4c2da8a5b7ad40beb891","Code","C.H.1.1.2"
"id-c47ae3c7fb9d4c2da8a5b7ad40beb891","Name (en)","Process dataproduct request"
"id-736490","Code","E.5.2.1"
"id-736490","Level","3"
"id-736490","Name (en)","Manage purchasing supplier relations"
"id-736490","Documentation (en)","The ability to maintain a relationship with purchasing suppliers. This includes strategic, tactical and operational levels."
"id-736407","Code","E.7.3.1"
"id-736407","Level","3"
"id-736407","Name (en)","Manage financial transactions"
"id-736407","Documentation (en)","The ability to process events financially."
"id-736529","Code","E.1.4.2"
"id-736529","Level","3"
"id-736529","Name (en)","Manage information security"
"id-736529","Documentation (en)","The ability to identify, analyze, prioritize and safeguard information security risks (including cyber attacks). This includes the NIST-CSF functions identify, protect, detect, respond, recover."
"id-736551","Code","E.3.4.2"
"id-736551","Level","3"
"id-736551","Name (en)","Train and certify employees"
"id-736551","Documentation (en)","The ability to train and certify employees. This not only includes substantive training such as business school, but also development of leadership and other talents."
"id-718731","Code","C.5.2.3"
"id-718731","Level","3"
"id-718731","Name (en)","Coordinate work"
"id-718731","Documentation (en)","The ability to coordinate work, like projectmanagement and managing failure of orders."
"id-736432","Code","E.7.3.2"
"id-736432","Level","3"
"id-736432","Name (en)","Manage financial ledger"
"id-736432","Documentation (en)","The ability to manage financial accounts (general ledger). This includes the debtors and creditors positions."
"id-718728","Code","C.6.1.2"
"id-718728","Level","3"
"id-718728","Name (en)","Handle questions of market parties"
"id-718728","Documentation (en)","The ability to accept and handle market parties questions, like questions about measurements, invoices, etc."
"id-736325","Code","E.3.3.1"
"id-736325","Level","3"
"id-736325","Name (en)","Manage the relation with employees"
"id-736325","Documentation (en)","The ability to maintain a relationship with employees. This includes registering employee data, conducting motivation research and keeping employees involved and providing employment legal advice."
"id-729656","Level","3"
"id-729656","Name (en)","Damage compensation"
"id-729656","Note","Storingscompensatie valt hierbuiten."
"id-736515","Code","E.3.4.3"
"id-736515","Level","3"
"id-736515","Name (en)","Realise sustainable empoyability"
"id-736515","Documentation (en)","The ability to keep employees healthy and vital."
"id-718735","Code","C.5.3.3"
"id-718735","Level","3"
"id-718735","Name (en)","Operationally plan work"
"id-718735","Documentation (en)","The ability to execute operational planning of work, like scheduling technicians. The ability to plan work in available time of employees of a capacity group, including managing availability in the coming period for these employees. This takes into account, among other things, requested and available directions, experience and travel times. Operational planning includes scheduling standby services. The availability of employees is influenced, among other things, by the availability agreed with the employee (contract hours adjusted for leave), training, department events. The availability agreed with the employees is achieved via internal value stream: 'Making and keeping available employees'. The capacity groups and plannable employees within them are achieved by 'C.5.4.2 Manage Execution Capacity'."
"id-470200","Level","3"
"id-470200","Name (en)","Material"
"id-470200","Source","materiaal (Wikipedia)"
"id-470200","Search term","artikelstam"
"id-470526","Level","3"
"id-470526","Name (en)","Work plan"
"id-470526","Source","werkplan (BEIVIAG)"
"id-470526","Search term","uitvoeringsplan"
"id-470526","Search term","veiligheidsplan"
"id-718748","Code","C.2.2.5"
"id-718748","Level","3"
"id-718748","Name (en)","Initiate permanent disturbance recovery"
"id-718748","Documentation (en)","The ability to bring the energy grid 'into standard operation' after maintenance or to bring it back in the aftermath of a failure."
"id-736288","Code","E.3.1.1"
"id-736288","Level","3"
"id-736288","Name (en)","Develop and manage employee strategy"
"id-736288","Documentation (en)","The ability to establish and manage an employee strategy. This also includes employee policy and development strategy, maintaining employment conditions and coordination with the Works Council and trade unions."
"id-718751","Code","C.2.2.2"
"id-718751","Level","3"
"id-718751","Name (en)","Assign disturbances"
"id-718751","Documentation (en)","The ability to assign a technician to the fault for local analysis and remediation, whether or not provided with an urgency or priority of the fault."
"id-ac769f29eeb948b2ac9c5ad5f5640709","Level","3"
"id-ac769f29eeb948b2ac9c5ad5f5640709","Code","C.D1.1.1.3"
"id-ac769f29eeb948b2ac9c5ad5f5640709","Name (en)","Issue maintenance"
"id-8ee96ac4688d4b348b752389da745cb4","Level","3"
"id-8ee96ac4688d4b348b752389da745cb4","Code","C.C.1.1.3"
"id-8ee96ac4688d4b348b752389da745cb4","Name (en)","Answer question about grid adjustment"
"id-6d51735bd9794da1acacb66191e7a592","Level","3"
"id-6d51735bd9794da1acacb66191e7a592","Code","C.D1.1.1.4"
"id-6d51735bd9794da1acacb66191e7a592","Name (en)","Prevent excavation damage"
"id-469726","Level","3"
"id-469726","Name (en)","Grid component configuration"
"id-469726","Search term","assetconfiguratie"
"id-469726","Search term","assetfirmware"
"id-736088","Level","3"
"id-736088","Name (en)","Human resource strategy"
"id-736088","Search term","medewerkersbeleid"
"id-736156","Level","3"
"id-736156","Name (en)","Architecture product"
"id-736156","Source","enterprise architecture (ISO/IEC/IEEE 42010:2011)"
"id-736156","Search term","enterprisearchitectuur"
"id-736156","Search term","architectuurartefact"
"id-736156","Search term","bedrijfsobjectenmodel (BOM)"
"id-736156","Search term","capability"
"id-2e2fcce1e61f4f4e9981fb83c851c2a3","Level","3"
"id-2e2fcce1e61f4f4e9981fb83c851c2a3","Code","C.F.1.1.2"
"id-2e2fcce1e61f4f4e9981fb83c851c2a3","Name (en)","Answer question about energy transport"
"id-718772","Code","C.1.2.2"
"id-718772","Level","3"
"id-718772","Name (en)","Conclude and manage customer agreements"
"id-718772","Documentation (en)","The ability to make agreements/contracts with customers about products and services, including performance management and contract register management. This also includes adjusting and terminating customer contracts and SLAs."
"id-469427","Level","3"
"id-469427","Name (en)","Customer"
"id-469427","Source","klant (Wikipedia)"
"id-469427","Search term","contractant"
"id-469427","Search term","afnemer"
"id-469427","Search term","verbruiker"
"id-469427","Search term","netgebruiker"
"id-469427","Search term","aangeslotene"
"id-469427","Search term","systeemgebruiker"
"id-469427","Search term","aanvrager"
"id-469427","Search term","zakenpartner"
"id-469427","Search term","consument"
"id-469427","Search term","inwoner"
"id-469427","Search term","huisgenoot"
"id-469427","Search term","contactpersoon"
"id-469427","Search term","debiteur"
"id-469427","Search term","schadeveroorzaker"
"id-469427","Note","Iemand die impact ondervindt van bedrijfsactiviteiten van de netbeheerder, beschouwen we ook als klant. In dat geval neemt deze klant bijvoorbeeld informatiediensten af."
"id-8156e2558caf49df9455c54452dc9685","Level","3"
"id-8156e2558caf49df9455c54452dc9685","Name (en)","Designation"
"id-8156e2558caf49df9455c54452dc9685","Search term","digitaal veiligheidspaspoort (DVP)"
"id-8156e2558caf49df9455c54452dc9685","Source","aanwijzing (BEIVIAG)"
"id-8156e2558caf49df9455c54452dc9685","Search term","sleutel"
"id-8156e2558caf49df9455c54452dc9685","Note","Ook bedrijfshulpverleners (BHV’ers) kunnen worden 'aangewezen'."
"id-8156e2558caf49df9455c54452dc9685","Search term","operationele autorisatie"
"id-718771","Code","C.1.3.2"
"id-718771","Level","3"
"id-718771","Name (en)","Create and send invoice"
"id-718771","Documentation (en)","The ability to deliver an invoice with the correct content and layout to the customer (can also be a market party)."
"id-b2c43a4965584840b3fd3a98d5cc9647","Level","3"
"id-b2c43a4965584840b3fd3a98d5cc9647","Code","C.D2.3.1.2"
"id-b2c43a4965584840b3fd3a98d5cc9647","Name (en)","Assign disturbance to resolution group"
"id-475214","Level","3"
"id-475214","Name (en)","Company building"
"id-475214","Source","vestiging (Handelsregisterwet 2007)"
"id-475214","Search term","vestiging"
"id-475214","Search term","kantoorgebouw"
"id-475214","Search term","magazijn"
"id-475214","Search term","ruimte"
"id-475214","Search term","parkeerplaats"
"id-718717","Code","C.1.3.1"
"id-718717","Level","3"
"id-718717","Name (en)","Calculate compensation for services rendered"
"id-718717","Documentation (en)","The ability to calculate a value for a service provided based on the correct data (including contract and project data, quantities, prices or consumption)."
"id-736168","Level","3"
"id-736168","Name (en)","Digital product"
"id-736168","Source","digital product (Open Group IT4IT)"
"id-736168","Search term","informatiesysteem"
"id-736168","Search term","applicatie"
"id-736168","Search term","dataproduct"
"id-736168","Search term","digitale dienst"
"id-736168","Search term","solution"
"id-736168","Search term","software"
"id-736168","Search term","hardware"
"id-736168","Search term","IT-component"
"id-736168","Search term","configuratie-item"
"id-736015","Level","3"
"id-736015","Name (en)","Financial status"
"id-736015","Search term","kostenplaats"
"id-736015","Search term","grootboekrekening"
"id-736015","Search term","rekeningstelsel"
"id-736015","Search term","rekeningschema"
"id-736015","Search term","financiële stamdata"
"id-736015","Search term","balansspecificatie"
"id-736015","Search term","balansrekening"
"id-736015","Search term","balanspost"
"id-736015","Search term","resultaatrekening"
"id-736015","Search term","resultatenrekening"
"id-736015","Search term","winst- en verliesrekening"
"id-736015","Search term","kostensoort"
"id-736015","Search term","kostendrager"
"id-736015","Search term","belasting"
"id-468968","Level","3"
"id-468968","Name (en)","Right in rem or route permit"
"id-468968","Search term","beschikking"
"id-468968","Search term","toestemming"
"id-468968","Search term","grondpositie"
"id-468968","Note","De levenscyclus van een tracévergunning is gekoppeld aan het energienet, terwijl de levenscyclus van een uitvoeringsvergunning is gekoppeld aan het werk."
"id-718699","Code","C.3.3.2"
"id-718699","Level","3"
"id-718699","Name (en)","Identify strategic risks on energy grids"
"id-718699","Documentation (en)","The ability to identify strategic risks on energy grids and the energy supply."
"id-a1d80df9dbcb472e85389a0f60495315","Level","3"
